"","NG.A3080_CONTROL_STG_2024_001_D1","NG.A3080_CONTROL_STG_2024_001_D5","NG.A3080_CONTROL_STG_2024_001_D90","NG.A3080_CONTROL_STG_2024_002_D1","NG.A3080_CONTROL_STG_2024_002_D5","NG.A3080_CONTROL_STG_2024_002_D90","NG.A3080_CONTROL_STG_2024_003_D1","NG.A3080_CONTROL_STG_2024_003_D5_rep","NG.A3080_CONTROL_STG_2024_003_D90","NG.A3080_CONTROL_STG_2024_004_D1_rep","NG.A3080_CONTROL_STG_2024_004_D5","NG.A3080_CONTROL_STG_2024_004_D90","NG.A3080_CONTROL_STG_2024_005_D1_rep","NG.A3080_SOS_STG_2023_022_D1","NG.A3080_SOS_STG_2023_022_D90","NG.A3080_SOS_STG_2023_033_D1","NG.A3080_SOS_STG_2023_033_D5","NG.A3080_SOS_STG_2023_033_D90","NG.A3080_SOS_STG_2023_035_D1","NG.A3080_SOS_STG_2024_009_D1","NG.A3080_SOS_STG_2024_009_D90","NG.A3080_SOS_STG_2024_011_D5","NG.A3080_UIA_STG_2023_001_D1","NG.A3080_UIA_STG_2023_001_D90","NG.A3080_UIA_STG_2023_004_D1","NG.A3080_UIA_STG_2023_005_D1_rep","NG.A3080_UIA_STG_2023_005_D5_rep","NG.A3080_UIA_STG_2023_005_D90_rep","NG.A3080_UIA_STG_2023_007_D1_rep","NG.A3080_UIA_STG_2023_007_D5_rep","NG.A3080_UIA_STG_2023_007_D90_rep","NG.A3080_UIA_STG_2024_014_D1_rep","NG.A3080_UIA_STG_2024_014_D5_rep","NG.A3080_UIA_STG_2024_014_D90"
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii_D",0.00302399697600302,0.00127601148410336,0.00735903679518398,0.0238880477760956,0.006702,0.0120739517041932,0.00605099394900605,0.0153198927607507,0.00641499358500641,0.0016360098160589,0.00137,0.000451999548000452,0.00570999429000571,0.0199010796043184,0.00986704933524668,0.000723997828006516,0.000401003208025664,0.00073999778000666,0,0.0014760147601476,0.0200448997755011,0.00145999562001314,0.0108499132006944,0.00263101315506578,0.00255898464609212,0.00905097284708146,0,0,0.002513,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii",0,0,0,0.0065250130500261,0.008224,0.00253698985204059,0.00135799864200136,0.00194598637809535,0.000693999306000694,0.00371502229013374,0.01253,0.00721999278000722,0,0.0269101076404306,0.0169140845704229,0,0,0,0,0.000835008350083501,0.0739056304718476,0,0,0.000157000785003925,0,0.00385698842903471,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum hallii",0.011995988004012,0.00152201369812328,0.00855904279521398,0.00536101072202144,0.002643,0.00828296686813253,0.00437199562800437,0.00276698063113558,0.00312599687400313,0.032083192499155,0.001263,0.000755999244000756,0,0.00169700678802715,0.00300901504507523,0.0116869649391052,0.0164191313530508,0.0114129657611027,0,0.0020110201102011,0.00306198469007655,0.00157099528701414,0.0048499612003104,0.00240701203506018,0.00204498773007362,0.0181859454421637,0,0,0.005993,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella histicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005057,0.143614425542298,0,0.00913804569022845,0.000472999054001892,0.00709299290700709,0.000962000962000962,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria|s__Neisseria subflava_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163811672376655,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_A|s__Dorea_A longicatena",0.0130679869320131,0.00244602201419813,0.0126480632403162,0.0017990035980072,0.002482,0.00523197907208371,0.0314909685090315,0.0134519058366591,0.0184519815480184,0.00619203715222291,0.000432,0.00186399813600186,0.00575899424100576,0.00139200556802227,0.00399901999509998,0,0.000357002856022848,0,0,0.00789007890078901,0,0.00333498999503002,0.00300797593619251,0.00522102610513053,0.00585996484021096,0.00867297398107806,0,0,0.006203,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron",0.000387999612000388,0,0,0.000276000552001104,0.001062,0.00062499750001,0.000466999533000467,0,0.00034999965000035,0.000902005412032472,0.004821,0.00032999967000033,0.00195599804400196,0.0214680858723435,0.00404502022510113,0,0,0,0,0.000792007920079201,0.00413697931510342,0.0256999229002313,0,0,0,0,0,0,0,0,0,0,0,0.092752371009484
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp000411475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103088896911103,0.0567260567260567,0
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella nakazawae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169300677202709,0,0,0.00199501596012768,0,0,0,0,0,0,0,0,0,0.005963,0.0280328878684485,0,0.0442432212161061,0.0336909326181348,0.0227799772200228,0.0211920211920212,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Wujia|s__Wujia chipingensis",0.00434199565800434,0.0170471534243808,0.00905804529022645,0,0,0,0.000843999156000844,0.000858993987042091,0.00538199461800538,0,0,0,0.0429009570990429,0,0,0,0,0,0,0.0262592625926259,0,0,0.0128328973368213,0.0298721493607468,0.00600096399421603,0,0,0,0.003695,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria|s__Neisseria sp000186165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321801609008045,0.154360691278617,0,0,0
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella atypica",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000766003064012256,0,0,0.0005750046000368,0,0,0,0.000292998535007325,0.000430998707003879,0,0,0,0,0.010098,0.0569307722769109,0,0.0575562877814389,0.00523298953402093,0.0202749797250203,0.00534500534500534,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A fusiformis",0.00147999852000148,0.00145601310411794,0.0010760053800269,0,0,0,0.00457099542900457,0.000945993378046354,0.0133969866030134,0,0,0,0,0.00715702862811451,0.0083320416602083,0.00320099039702881,0.00650205201641613,0.00293899118302645,0,0.0016830168301683,0,0.0491968524094428,0.0113869089047288,0.00691803459017295,0.00326498041011754,0.0127999616001152,0,0,0.005923,0,0,0,0,0.00945503782015128
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__RF32|f__CAG-239|g__Scatacola_A|s__Scatacola_A faecigallinarum",0.000193999806000194,0.000569005121046089,0,0,0,0,0.000215999784000216,0,0.00638299361700638,0.0622793736762421,0.062538,0.0107909892090108,0,0,0,0,0,0,0,0,0,0.000653998038005886,0,0,0,0,0,0,0.006619,0,0,0,0,0.00024500098000392
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella aerofaciens_AG",0,0,0,0,0,0,0,0,0,0.032083192499155,0.010116,0.100580899419101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium faecis",0.0308789691210309,0.0130631175680581,0.0196820984104921,0,0,0,0,0,0,0,0,0,0,0,0,0.00355298934103198,0.00564904519236154,0.00347498957503127,0,0,0,0,0.0307567539459684,0.0184030920154601,0,0,0,0,0.016911,0,0,0,0,0
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Dialisteraceae|g__Dialister|s__Dialister invisus",0,0,0,0.020238040476081,0.007999,0.00924196303214787,0,0,0,0.000134000804004824,0,0,0,0,0,0,9.4000752006016e-05,0,0.00344000688001376,0.0340523405234052,0.00121799391003045,0,0.0384466924264606,0.0160330801654008,0,0,0.000354,0.000608997564009744,0.00901,0.000575002875014375,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Hominimerdicola|s__Hominimerdicola aceti",0,0,0,0.0238880477760956,0.007707,0.0207339170643317,0.00163299836700163,0.0110419227065411,0.00687699312300688,0,0,0,0.00113699886300114,0.00275801103204413,0.0279081395406977,0,0,0,0,0.0018670186701867,0.0187659061704691,0.00128299615101155,0.000370997032023744,0.0022440112200561,0,0,0,0,0.011766,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A wexlerae_C",0,0.00237502137519238,0,0,0,0,0.00571299428700571,0.00142399003206978,0,0,0,0,0,0.0116280465121861,0.0128590642953215,0.0129429611711165,0.0108820870566965,0.0132709601871194,0,0,0,0.00628798113605659,0.0129788961688306,0.0103360516802584,0.00368197790813255,0.0210159369521891,0,0,0.008639,0,0,0,0,0.00591102364409458
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia mucilaginosa_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001750014000112,0,0,0,0,0,0,0,0,0,0,0,0.000254,0.0553302766513833,0,0.0484989515010485,0.0352720352720353,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A obeum",0.0085959914040086,0.00456704110336993,0.0014200071000355,0.00032000064000128,0.000752,0.00578397686409254,0.00162199837800162,0.00134099061306571,0.00562199437800562,0,0,0,0.00104899895100105,0.00610302441209765,0.0129460647303237,0.00365198904403287,0.00601904815238522,0.00398998803003591,0,0.00726307263072631,0.0226228868855656,0.0244639266082202,0.00496696026431789,0.0053520267601338,0.00113799317204097,0.00214099357701927,0,0,0.007457,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens",0,0.000655005895053055,0.000373001865009325,0,0,0,0.000410999589000411,0.000794994435038955,0.000751999248000752,0,0,0,0.0026009973990026,0.0137070548282193,0.0215681078405392,0.0186849439451682,0.00785406283250266,0.0191739424781726,0.0488230976461953,0,0.0017799911000445,0.000741997774006678,0,0,0,0,0,0,0.000931,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella melaninogenica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007499,0.0125219499122004,0,0.0524942624713124,0.0431749136501727,0.00604799395200605,0.015964015964016,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sp959599425",0,0,0,0.00665801331602663,0.007124,0.00256598973604106,0.00151199848800151,0.001652988429081,0.000876999123000877,0.00350302101812611,0.014228,0.00595399404600595,0,0,0,0,0,0,0,0.0014480144801448,0.0827035864820676,0,0,0,0,0.00838997483007551,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177 sp003514385",0,0.0296582669244023,0.000281001405007025,0,0,0,0.0314909685090315,0.0469556713103008,0.00048999951000049,0,0,0,0,0.000348001392005568,0,0,0.000211001688013504,0,0,0.0045110451104511,0.00934995325023375,0,0.000825993392052864,0.00485802429012145,0,0,0,0,0.007066,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes onderdonkii",0,0,0.000117000585002925,0.000516001032002064,0.001892,0.000798996804012784,0,0,0,0.0062750376502259,0.014894,0.0124999875000125,0.00127099872900127,0.00173300693202773,0.00107700538502693,0,0,0,0.0663921327842656,0.0029530295302953,0.00015799921000395,0.00100699697900906,0,0,0.000163999016005904,0.00204799385601843,0,0,0.013357,0,0,0,0,0.00371401485605942
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Ruminococcus_E|s__Ruminococcus_E bromii",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267611070444282,0.103308516542583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae",0.00333999666000334,0.00460704146337317,0.00183300916504583,0.00148200296400593,0.002434,0.00375098499606002,0.000617999382000618,0.00108999237005341,0.0012999987000013,0.0161990971945832,0.025765,0.0113679886320114,0.0143519856480144,0.0130810523242093,0.00384201921009605,0,0,0,0,0.0030090300903009,0.012558937205314,0.0016329951010147,0.000741994064047488,0.000517002585012925,0.000932994402033588,0.00315899052302843,0,0,0.00142,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella|s__Alloprevotella sp900542795",0.0657059342940657,0.0245362208259874,0.0334971674858374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes hadrus",0.00794299205700794,0.00104700942308481,0.00188900944504723,0.0061490122980246,0.00596,0.00446498214007144,0.0013029986970013,0.000813994302039886,0.00230999769000231,0,0,0.000232999767000233,0.0101159898840101,0.0113000452001808,0.0110910554552773,0.00237299288102136,0.00404503236025888,0.00213899358301925,0,0.0193511935119351,0.00058199709001455,0.00725397823806529,0.000751993984048128,0.0005520027600138,0.00209798741207553,0.00531998404004788,0,0,0.008203,0,0,0,0,0.00389601558406234
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger sp900540595",0.00242199757800242,0.00163301469713227,0.00194500972504863,0.00787701575403151,0.009849,0.0111359554561782,0,0,0,0,0,0,0,0.00167300669202677,0,0.0184059447821657,0.0127801022408179,0.0199169402491793,0,0,0,0.0307479077562767,0,0,0.000891994648032112,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium mitsuokai",0,0,0,0.0187700375400751,0.012667,0.0323958704165183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04777485667543,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R sp000436835",0,0,0,0,0,0,0.00945599054400946,0.000242998299011907,0.00332899667100333,0,0,0,0.0104929895070105,0,0,0.0310609068172795,0.00679705437643501,0.030447908656274,0,0,0,0,0,0,0,0.00734997795006615,0,0,0.011175,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03001,0.0272038911844353,0,0.0523632618163091,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Pseudoruminococcus|s__Pseudoruminococcus massiliensis",0,0,0,0,0,0,0,0,0.0863859136140864,0,0,0,0,0.0201090804363217,0.00151700758503793,0,0,0,0,0,0,0.000900997297008109,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp900551975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247389257832227,0.0565714525716206,0.0264999205002385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A sp900066335",0.00251999748000252,0.00212701914317229,0.00266301331506658,0.00551101102202204,0.008223,0.0105209579161683,0.0056009943990056,0.0106269256115207,0.00224799775200225,0,0,0,0.0142449857550142,0,0,0.0121689634931095,0.00419703357626861,0.0124539626381121,0,0.0033520335203352,0.00265098674506627,0,0.000557995536035712,0,0.00354197874812751,0.00119599641201076,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_B|s__Enterococcus_B faecium",0,0,0,0,0,0,0,0.0118649169455814,0,0,0,0,0,0,0,0,0,0,0,0.0104761047610476,0.00069799651001745,0.0799447601657195,0,0,0,0,0,0,0.001319,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sp900760795",0,0,0,0.00546001092002184,0.00921,0.00598997604009584,0,0,0,0,0,0,0.0236999763000237,0,0,0,0,0,0,0.0034630346303463,0.0439917800410998,0,0,0,0.00067999592002448,0.0100139699580901,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas intestinalis",0,0,0,0,0.000105,0,0,0,0,0.00424602547615286,0.02121,0.00442399557600442,0,0.00515202060808243,0.00224101120505603,0.00134899595301214,0.00535204281634253,0.00141999574001278,0.0225840451680903,0,0.00318498407507962,0.0224369326892019,0,0,0,0.000490998527004419,0,0,0.000719,0,0,0,0,0.00659502638010552
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A faecis",0.00164099835900164,0.00145601310411794,0.000913004565022825,0.000983001966003932,0.001934,0.00226099095603618,0.00422899577100423,0.00556496104527268,0.00243499756500243,0.0101440608643652,0,0.000710999289000711,0.0129179870820129,0.00393701574806299,0.00362501812509063,0.00361898914303257,0.0100740805926447,0.00405898782303653,0,0.0022160221602216,0.00104599477002615,0.00970197089408732,0.00162798697610419,0.00183900919504598,0.00152399085605486,0.00263999208002376,0,0,0.009253,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella sanguinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184999445001665,0.00102700821606573,0,0,0,0,0,0,0,0,0,0.000887,0.00360198559205763,0,0.00206601033005165,0,0.0218099781900218,0.0700730700730701,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira eligens_A",0.00237199762800237,0.00111401002609023,0.00182600913004565,0.00473500947001894,0.002833,0.00823696705213179,0.000422999577000423,0,0.000973999026000974,0,0,0,0.0105219894780105,0,0,0.00394598816203551,0.0115430923447388,0.00406298781103657,0,0.0153661536615366,0.0153129234353828,0.000567998296005112,0.00150298797609619,0.0117720588602943,0.0018389889660662,0,0,0,0.000418,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus salivarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424001696006784,0,0,0,0,0,0.0004310043100431,0.0862225688871556,0,0,0,0,0,0.007216,0.00360798556805773,0,0,0,0,0.000193000193000193,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides cellulosilyticus",0.000442999557000443,0,0,0,0,0,0,0,0,0,0,0,0,0.00255901023604094,0.00415002075010375,0,0,0,0,0,0,0.00984597046208861,0,0,0,0.00545698362904911,0,0,0.005508,0,0,0,0,0.069564278257113
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella jejuni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030539,0.0644187423250307,0,0,0,0,0.000686000686000686,0
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium faecium",0.014988985011015,0.0250462254160287,0.0164650823254116,0.000384000768001536,0.001366,0.000952996188015248,0,0,0,0,0,0,0,0.00448001792007168,0.000665003325016625,0,0,0,0,0.00653706537065371,0.0097919510402448,0.0140869577391268,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis",0,0,0,0.00541301082602165,0.012366,0.00417798328806685,0,0,0.000457999542000458,0,0,0,0.0144129855870144,0,0,0,0,0,0,0.000964009640096401,0.0439917800410998,0,0,0,0.000610996334021996,0.0110169669490992,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RFN20|f__CAG-288|g__CAG-568|s__CAG-568 sp000434395",0,0,0,0.0149540299080598,0.029393,0.0375798496806013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010013,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A caecimuris",0,0,0,0,0,0,0,0,0,0.0283091698550191,0.012299,0.0031009968990031,0.000308999691000309,0,0,0,0,0,0.0102150204300409,0,0.00132299338503307,0,0,0,0,0,0,0,0,0,0,0,0,0.0353571414285657
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus comes",0.00464499535500465,0.00583605252447272,0.00417102085510428,0,0,0,0.012024987975012,0.00853894022741841,0.00616999383000617,0.00657703946223677,0.000988,0.000982999017000983,0.00486799513200487,0.00464201856807427,0.00345301726508633,0.00691997924006228,0.00439803518428147,0.00598098205705383,0,0.000718007180071801,0,0,0.00359697122423021,0.0019760098800494,0.00132099207404756,0,0,0,0.002735,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Fimivicinus|s__Fimivicinus sp900544375",0,0,0,0,0,0,0,0,0,0.0201541209247256,0.01997,0.0502899497100503,0,0,0,0,0,0,0,0,0,5.5999832000504e-05,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp902473205",0,0,0,0.0217180434360869,0.027923,0.0220299118803525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155498756009952,0.00191300956504783,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter lactaris",0.0004999995000005,0,0,0.00469800939601879,0.007613,0.0136589453642185,0.00491599508400492,0.000427997004020972,0,0,0,0,0.0257409742590257,0.0116000464001856,0.00210701053505268,0,0,0,0,0.0023940239402394,0,0.000342998971003087,0,0.00462902314511573,0.00124199254804471,0.00101199696400911,0,0,0.007178,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__CAG-138|g__PeH17|s__PeH17 sp000435055",0.000286999713000287,0.0177331595984364,0,0,0,0,0.000642999357000643,0.00689195175633771,0.00327999672000328,0,0,0,0,0.00382401529606118,0.00114100570502853,0,0,0,0,0.0500765007650077,0,0,0,0.00029800149000745,0,0,0,0,0.002395,0,0,0,0,0.00032000128000512
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oralis_S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300402403219226,0,0,0,0,0.000148999553001341,0,0,0,0,0.072043,0.00303398786404854,0.000122,0.00202201011005055,0,0,0.00626900626900627,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia intestinalis",0.000682999317000683,0.00171901547113924,0.0007040035200176,0.00486800973601947,0.000454,0.0029249883000468,0.000336999663000337,0,0.000258999741000259,0.00305201831210987,0,0.000654999345000655,0.00798899201100799,0.00175500702002808,0.00862604313021565,0.0156119531641405,0.00169701357610861,0.0160159519521441,0,0,0,0,0.000282997736018112,0,0.0006249962500225,0.00486198541404376,0,0,0.012462,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis",0,0,0.000205001025005125,0,0,0,0,0,0,0,0,0,0,0,0,0.0032329903010291,0.00719105752846023,0.00318299045102865,0,0.000478004780047801,0.0015319923400383,0,0,0,0,0,0,0.0419738321046716,0,0,0.00316699366601267,0,0.0224450224450224,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_D|s__Haemophilus_D sp905215245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506998479004563,0,0.000675997972006084,0,0,0,8.3999748000756e-05,0,0,0,0,0,0,0,0.00569302846514233,0.0254639490721019,0.00945599054400946,0.0402710402710403,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris",0.000725999274000726,0.00227702049318444,0.0002040010200051,0,0,0,0.00565199434800565,0.0132369073416486,0.00648599351400649,0,0,0,0,0,0,0,0,0,0,0.0011020110201102,0.0185419072904635,0,0.000375996992024064,0.00035400177000885,0.000847994912030528,0.0290059129822611,0,0,0.003169,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus infantis_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031799841000795,0,0,0,0,0,0.076874,0.00450798196807213,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sp019414725",0,0,0,0.0150210300420601,0.007455,0.00997796008815965,0.00804899195100805,0.0104049271655098,0,0.0114850689104135,0.014456,0.00383899616100384,0,0,0,0,0,0,0,0,0,0,0,0,0.000850994894030636,0,0,0,0,0,0,0,0,0
