"","NG.A3080_CONTROL_STG_2024_001_D1","NG.A3080_CONTROL_STG_2024_001_D5","NG.A3080_CONTROL_STG_2024_001_D90","NG.A3080_CONTROL_STG_2024_002_D1","NG.A3080_CONTROL_STG_2024_002_D5","NG.A3080_CONTROL_STG_2024_002_D90","NG.A3080_CONTROL_STG_2024_003_D1","NG.A3080_CONTROL_STG_2024_003_D5_rep","NG.A3080_CONTROL_STG_2024_003_D90","NG.A3080_CONTROL_STG_2024_004_D1_rep","NG.A3080_CONTROL_STG_2024_004_D5","NG.A3080_CONTROL_STG_2024_004_D90","NG.A3080_CONTROL_STG_2024_005_D1_rep","NG.A3080_SOS_STG_2023_022_D1","NG.A3080_SOS_STG_2023_022_D90","NG.A3080_SOS_STG_2023_033_D1","NG.A3080_SOS_STG_2023_033_D5","NG.A3080_SOS_STG_2023_033_D90","NG.A3080_SOS_STG_2023_035_D1","NG.A3080_SOS_STG_2024_009_D1","NG.A3080_SOS_STG_2024_009_D90","NG.A3080_SOS_STG_2024_011_D5","NG.A3080_UIA_STG_2023_001_D1","NG.A3080_UIA_STG_2023_001_D90","NG.A3080_UIA_STG_2023_004_D1","NG.A3080_UIA_STG_2023_005_D1_rep","NG.A3080_UIA_STG_2023_005_D5_rep","NG.A3080_UIA_STG_2023_005_D90_rep","NG.A3080_UIA_STG_2023_007_D1_rep","NG.A3080_UIA_STG_2023_007_D5_rep","NG.A3080_UIA_STG_2023_007_D90_rep","NG.A3080_UIA_STG_2024_014_D1_rep","NG.A3080_UIA_STG_2024_014_D5_rep","NG.A3080_UIA_STG_2024_014_D90"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__JABCPE02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613,0,0,0.0017480087400437,0.00407899184201632,0,0.00281900281900282,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Pararoseburia",0.0019009980990019,0.000233002097018873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483996128030976,0.00217101085505428,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Pseudobutyricicoccus",0.00063999936000064,0.00071000639005751,0,0.000406000812001624,0.000527,5.3999784000864e-05,0.000392999607000393,0.000404997165019845,0.000242999757000243,0.000487002922017532,0.000151,0.00104899895100105,0,0.000498001992007968,0.0001240006200031,0.000360998917003249,0.000949007592060736,0.000523998428004716,0,0.0002330023300233,0.000106999465002675,0,0.00020499836001312,0.0002120010600053,0,0.000533998398004806,0,0,0.000297,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1264",0,0,8.3000415002075e-05,6.000012000024e-05,0.000207,0.000150999396002416,0.000332999667000333,0.000173998782008526,0.000240999759000241,0.00120800724804349,0.001453,0.00196699803300197,0.000197999802000198,0.000143000572002288,0,0.000125999622001134,0.000341002728021824,0.000148999553001341,0,0.0001960019600196,0.00041399793001035,0.000962997111008667,0,6.00003000015e-05,0,0.000215999352001944,0,0,0.000102,0,0,0,0,0.000318001272005088
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000917996328014688,0,0.00515802579012895,0,0.00237299762700237,0.000516000516000516,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Clostridium_A",0,0.000399003591032319,0.000401002005010025,5.6000112000224e-05,0.000151,8.0999676001296e-05,0.000586999413000587,0.00312597811815317,0.000403999596000404,0.000381002286013716,0.000592,0.00041999958000042,0.000361999638000362,9.000036000144e-05,0,0,0.000332002656021248,0,0,0.0003850038500385,0.000479997600012,0.000160999517001449,0.000198998408012736,0,0,0.000131999604001188,0,0,0.000178,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominifimenecus",0.00182899817100183,0.000722006498058483,0.000677003385016925,0,0,0,0.000727999272000728,0,0.00051999948000052,0,0,0,0,0.000964003856015424,0.00093800469002345,0,0,0,0,0.0010370103701037,0,0,0.000431996544027648,0.0004920024600123,0,0,0,0,0.000341,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Metalachnospira",0.000215999784000216,0.000471004239038151,0.00013400067000335,0,0,0,0.000251999748000252,0.000186998691009163,0.000268999731000269,0.000452002712016272,0.000558,0.00016999983000017,0.000378999621000379,0.000606002424009696,0.0003400017000085,0,0,0,0.00339100678201356,0.0003510035100351,0.000250998745006275,0.000344998965003105,0,0.000297001485007425,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Copromonas",0,0,0,0.00031500063000126,0.00052,0.000282998868004528,0,0,0,0.0021890131340788,0.002178,0.00234999765000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000697,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella",0.00370899629100371,0.000211001899017091,0,0,0,0,0,0,0,0.0005500033000198,0.000461,0.000768999231000769,0.000397999602000398,0,0,0,0,0,0,0,0.0002479987600062,0.00110399668800994,0,0,0,0.000562998311005067,0,0,4e-04,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Anaeromassilibacillus",0,0,0.000159000795003975,0,0.00017,0.000111999552001792,0.00012999987000013,0.000160998873007889,0,0.00161800970805825,0.001514,0.00192099807900192,0.000124999875000125,0.0004000016000064,6.200031000155e-05,0,0.00029000232001856,0,0,0.0002730027300273,0.0003319983400083,0.000453998638004086,0.000131998944008448,0.000101000505002525,0,0.000271999184002448,0,0,0.000124,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Peptostreptococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247999256002232,0,0.000167999496001512,0,0.0001410014100141,0.00012199939000305,0.000291999124002628,0,0,0,0,0,0.00083499666001336,0,0,0.00554798890402219,0,0.00098000098000098,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RFN20|f__CAG-826|g__Onthovivens",0.00231099768900231,0.00234102106918962,0.00313301566507833,0,0,0,0,0.000420997053020629,0.000126999873000127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__Faecivicinus",0,0,0,0,0.000247,0.00011999952000192,0.000584999415000585,0.000211998516010388,0.00122599877400123,0.000377002262013572,0.000823,0.00362499637500362,0,0.000212000848003392,8.200041000205e-05,0,0,0,0,0.0002630026300263,0.00013799931000345,0.000157999526001422,0,0,0,0,0,0,0.000186,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RF39|f__UBA660|g__HGM10766",0,0,0,0,0,0,0,0,0,0,0,0,0.000311999688000312,0,0.00789303946519733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__QAND01|g__UMGS1975",0.000121999878000122,0.000133001197010773,0.00016600083000415,9.500019000038e-05,0.000239,0.000110999556001776,0.000296999703000297,0.00116099187305689,0.00043999956000044,0.000421002526015156,0.000715,0.000615999384000616,8.5999914000086e-05,0.000259001036004144,9.60004800024e-05,0.000277999166002502,0.000768006144049152,0.000376998869003393,0,0.000476004760047601,0.000184999075004625,0.000131999604001188,0,9.9000495002475e-05,0,0.000151999544001368,0,0,0.000777,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Suilimivivens",0.000601999398000602,0.000604005436048925,0.000431002155010775,0,0,0,0,0,0,0,0,0,0.00304999695000305,0,0,0.000135999592001224,0,0.00010999967000099,0,0.0003340033400334,0,0,0,0.00291801459007295,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-791",0.000180999819000181,8.80007920071281e-05,0.000507002535012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625994992040064,0.00077000385001925,0,0,0,0,0,0,0,0,0.000152000152000152,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus",0,0,0,0.0003000006000012,9.9e-05,0,0,0,0,0,0,0,0,0.000884003536014144,0,0,0.00217401739213914,0,0,0.0021610216102161,0.000238998805005975,0.00177999466001602,0.00018999848001216,0.000101000505002525,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__QANA01",0.000166999833000167,0.000173001557014013,0.000357001785008925,0,0.000307,0.00010499958000168,0.0005999994000006,0.000426997011020923,0.000405999594000406,0.000486002916017496,0.00012,0.0005999994000006,0,0.000327001308005232,0.000763003815019075,0,0,0,0,0.000834008340083401,0.0002959985200074,0,0,0.000121000605003025,0,0.00064999805000585,0,0,0.001125,0,0,0,0,0
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__Treponemataceae|g__Treponema_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324,0,0,0.000887004435022175,0.00023999952000096,0.00526499473500526,0.000969000969000969,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002221,0.00053999784000864,0,0.0048640243201216,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__CAG-115",0,0,0,0,0,0,0.004999995000005,3.6999741001813e-05,0,0,0,0,0.000200999799000201,0,0.00103800519002595,0,0,0,0,0.0002490024900249,0,0,0,0,0,0,0,0,0.000972,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Hominibacterium",0,0,0,0.000488000976001952,0.001727,0.000495998016007936,0,0,0,0.000453002718016308,0.000548,0.0004999995000005,0.000430999569000431,0,0,0,0,0,0.00176800353600707,0.000567005670056701,0,0.000311999064002808,0.00020499836001312,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Scatomonas",0,0,0,9.7000194000388e-05,0.000385,0.000232999068003728,0.000150999849000151,0.000367997424018032,0.000175999824000176,0.000819004914029484,0.001548,0.00097999902000098,0.000135999864000136,0,0,0,0.000333002664021312,0,0,0.0002380023800238,0,0.000860997417007749,0,0,0,0.000400998797003609,0,0,0.000116,0,0,0,0,0.000307001228004912
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Coprobacteraceae|g__Coprobacter",0.000208999791000209,0,0,0.000146000292000584,0.00034,0.000367998528005888,0,0,0,0,0,0,0,0.00158600634402538,0.000885004425022125,0,0,0,0,0.0003350033500335,0,0.00228399314802056,0,9.400047000235e-05,0.000158999046005724,0.000305999082002754,0,0,0.000381,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UBA3402",0.00101499898500102,0,0.00078600393001965,0,0,0,0.000376999623000377,0,0,0.000591003546021276,0.00112,0.00052999947000053,0,0,0,0.000485998542004374,0.00052000416003328,0.000513998458004626,0,0.0001470014700147,0,0,0,0,0.000460997234016596,0,0,0,0.000444,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoscilispira",0.000494999505000495,0.000637005733051598,0.0003120015600078,0.000148000296000592,0.00012,0.000167999328002688,0,0,0,0.00111000666003996,0.000316,0.000577999422000578,0.000131999868000132,0,0,0.000425998722003834,0.000192001536012288,0.000412998761003717,0,0.0003040030400304,0.000148999255003725,0.000772997681006957,0.00017999856001152,0.00012200061000305,5.5999664002016e-05,0,0,0,0.000316,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAJFUR01",0,0.000103000927008343,6.40003200016e-05,6.000012000024e-05,0.000267,0.00020999916000336,0.000110999889000111,0.00016999881000833,0.000190999809000191,0.000478002868017208,0.000471,0.00365599634400366,0,0,0,0,0,0,0,0.0004410044100441,7.799961000195e-05,0,0.000173998608011136,0,0,0.000470998587004239,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-452",0,0,0,0,0,0,0.000303999696000304,0,0,0,0,0,0,0,0,0,0,0,0,0.00459604596045961,0,0,0.000487996096031232,0.00154700773503868,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__UBA1212|f__UBA1255|g__Egerieisoma",0,0,0,0,0,0,0,0,0,0.000698004188025128,0.001747,0.00199199800800199,0.000367999632000368,0,0,0,0,0,0,0.001820018200182,0,0,0,0,0,0,0,0,0.00027,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus",0,0,0,0,0,9.2999628001488e-05,0.00025999974000026,0.000226998411011123,0.000191999808000192,0.000231001386008316,0,0.0002999997000003,0,0,0,0,0.000387003096024768,0,0,0,0,0.00228699313902058,0.00180298557611539,0,0,0,0.001042,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Massilioclostridium",0.000301999698000302,0.000204001836016524,6.3000315001575e-05,0,0.000117,0.000167999328002688,7.999992000008e-05,0.000124999125006125,0,0.000943005658033948,0.001628,0.000877999122000878,0.000137999862000138,0.000588002352009408,0,0,0,0,0,0.0002840028400284,0.00019399903000485,0.000510998467004599,0,4.80002400012e-05,0,0,0,0,9.6e-05,0,0,0,0,0.000333001332005328
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Dialisteraceae|g__Allisonella",0.000247999752000248,0.000184001656014904,0.000520002600013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406800813601627,0,0,0,0.000263997888016896,8.7000435002175e-05,0,0,0,0.000633997464010144,0,0,0.000136999726000548,0.000274999725000275,0.0002000002000002,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13006",0.00061999938000062,0,0.000737003685018425,0,0,0,0.000470999529000471,0.00017999874000882,0.00195299804700195,0,0,0.000390999609000391,0,0,0.00055800279001395,0,0,0,0,0.000593005930059301,0,0,0.000518995848033216,0.00018600093000465,0.000323998056011664,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Eubacterium_N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225001125005625,0,0.00405199594800405,0.00223600223600224,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-508|g__UMGS1663",0,0,0,0,0,0,0,0,0,0.00433802602815617,0.000833,0,0.00134099865900134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Egerieimonas",0,0,0,0,0,0,0,0,0,0.000893005358032148,0.000887,0.00142199857800142,4.3999956000044e-05,0,0,0,0,0,0.00258800517601035,0,0,0.000417998746003762,0,0,0,0,0,0,0,0,0,0,0,0.000197000788003152
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Alangreenwoodia",0.00043999956000044,0.000618005562050058,0.00020600103000515,0.000361000722001444,0.000126,5.7999768000928e-05,0,0,0,0.00111000666003996,0.000138,0.000587999412000588,0.000993999006000994,0,0,0,0,0,0,0,0.000378998105009475,0.000244999265002205,0.00024499804001568,0.000239001195005975,0,0.000183999448001656,0,0,0.000454,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RF39|f__UBA660|g__CAG-433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634006340063401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Proteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619796901015495,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-194",0,0.000781007029063262,0.000197000985004925,0,0,0,0,0,0,0,0,0,0,0.000836003344013376,0,0,0,0,0,0.000500005000050001,0,0,0.000176998584011328,0.00370201851009255,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-508|g__Merdicola",0,0,0,0,0,0,0,0,0,0,0,0,0.00242399757600242,0,0,0,0,0,0,0.003380033800338,0,0.000367998896003312,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Borkfalkiaceae|g__Gallimonas",0,0,0,0,0,0,0,0,0,0.000588003528021168,0.001682,0.000847999152000848,0.000104999895000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0.00235100940403762
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Massilistercora",0,0,0,0,0.000269,0,0.000230999769000231,0.000281998026013818,0,0.00034500207001242,0.00032,0.00108199891800108,0,0,0,0,0,0,0,0.000619006190061901,0,0.000598998203005391,0,0,0,0,0,0,0.000765,0,0,0,0,0.00138300553202213
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70009700097001e-05,0,0.000187999436001692,0,0,0,0,0,0,0,0.0024640123200616,0,0.00125599874400126,0.00183300183300183,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricoprocola",0.00115499884500116,0.000167001503013527,0.000299001495007475,0,0,0,0,0,0,0,0,0,0,0,0.00312201561007805,0,0,0,0,0,0,0,0.000387996896024832,0.000443002215011075,0.000249998500009,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-448",0,0,0,0,0,0,0.00217899782100218,0.000194998635009555,0.00218599781400219,0,0,0,0,0.000288001152004608,0.000735003675018375,0,0,0,0,0,0,0,0,0.000239001195005975,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__Woodwardibium",0,0.000151001359012231,0,0,0,0,0,0,0,0.000526003156018936,0.001399,0.00223599776400224,7.999992000008e-05,0.00042000168000672,0,0,0,0,0,0.000694006940069401,0.000112999435002825,0,0,0,0,0,0,0,0.000169,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243001944015552,0,0,0,0,0,0,0,0,0,0.005504,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__CACZQA01",0,0,0,0.00157900315800632,0.001826,0.00229799080803677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium",0,0,0,0,0,0,6.1999938000062e-05,0,0.000306999693000307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505002525012625,0,0.00291599708400292,0.00183800183800184,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__RF32|f__CAG-239|g__51-20",0,0,0,0.000228000456000912,0.000415,0.00480698077207691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__UBA1381|f__UBA1381|g__Ornithomonoglobus",0,0,0,0,0,0,0,0,0,0.00093000558003348,0.001303,0.00306099693900306,0,0,0,0,0.000117000936007488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RGIG7193",8.6999913000087e-05,0.000671006039054352,0.000215001075005375,0.000107000214000428,0.000337,0.000103999584001664,0.00027999972000028,0.000384997305018865,0.000358999641000359,0.00033000198001188,0.001238,0.000555999444000556,0,0,7.800039000195e-05,0,0,0,0,0,0,0,0,0,0,0.000211999364001908,0,0,0.000198,0,0,0,0,0.000222000888003552
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter_A",0.000544999455000545,0.000529004761042849,6.5000325001625e-05,0.000319000638001276,0.000534,0.000305998776004896,0.000338999661000339,0.000326997711016023,0,0,0,0,0.000244999755000245,0,0,0,0.000329002632021056,0,0,0,0,0.000325999022002934,0.000920992632058944,0.00017400087000435,0,0,0,0,0.000332,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus",0,0.000309002781025029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385298844103468,0,0,0,0,0,0,0,0,0,0,0,0.00112800451201805
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Kingella_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004609,0,0,0,0,0,0.000639000639000639,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Massiliimalia",0,0,0,0,0,0.000103999584001664,0.000218999781000219,0.000138999027006811,0.000192999807000193,0.000449002694016164,0.00084,0.0003999996000004,0.000214999785000215,0,0.000141000705003525,0,0,0,0,0.0002450024500245,0.000292998535007325,0.000175999472001584,0,0,0,0,0,0,8e-05,0,0,0,0,0.00171600686402746
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__JAGTTR01",0.000481999518000482,0.000388003492031428,0.000293001465007325,0.000444000888001776,0.000331,0.000327998688005248,0.000257999742000258,0.000258998187012691,0.000227999772000228,0,0,0,0.00018999981000019,0.000568002272009088,0.00029400147000735,0,0,0,0,0,0,0,0.000273997808017536,0.0003360016800084,0.00022999862000828,0,0,0,0.000247,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus",0,6.5000585005265e-05,6.40003200016e-05,0,0.000398,5.5999776000896e-05,0,0,0,0.00178201069206415,0.000794,0.000432999567000433,0.000156999843000157,0,0,0,0,0,0,0,0,8.999973000081e-05,0,0,0,0.000104999685000945,0,0,0,0,0,0,0,0.00102000408001632
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__CAG-138|g__UBA1685",0,0.000840007560068041,0,0,0,0,0.00285599714400286,0,0.000273999726000274,0,0,0,0,0,0,0,0,0,0,0.000925009250092501,0,0,0,0,0,0,0,0,3.9e-05,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182199271202915,0,0.00169900849504248,0,0.000366999633000367,0.001001001001001,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lientehia",0.000223999776000224,0.000165001485013365,9.20004600023e-05,0.000229000458000916,0.000296,0.000233999064003744,0.000307999692000308,0.000555996108027244,0,0.00015500093000558,0.000282,0.000186999813000187,0.000195999804000196,0,0.000189000945004725,0.000260999217002349,0.00024500196001568,0.000324999025002925,0,0.0002280022800228,0.00024999875000625,0,0,0,0,0.000102999691000927,0,0,0.000273,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Aggregatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001807,0,0,0.00291301456507283,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__F0058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414,0.00113799544801821,0,0.00171900859504298,0.000393999212001576,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Neoanaerotignum_A",0.000624999375000625,0.000347003123028107,0.00046600233001165,0,0,5.8999764000944e-05,0,0,6.7999932000068e-05,0.00016500099000594,0,0,4.7999952000048e-05,0.000267001068004272,0.0003520017600088,9.6999709000873e-05,0.000298002384019072,0,0,0.0001890018900189,0,0.000201999394001818,0.0002999976000192,0.00033000165000825,0,0,0,0,0.000165,0,0,0,0,0.000656002624010496
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominisplanchenecus_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043010430104301,0.00026599867000665,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__CAG-138|g__Phil1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313801569007845,0,0,0,0,0.001428,0,0,0,0,0
"k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella",0.000400999599000401,0.000449004041036369,0,0,5.6e-05,4.5999816000736e-05,0.000185999814000186,5.8999587002891e-05,0.000365999634000366,0,0,0,0.000153999846000154,0,0,0,0,0,0,0.000780007800078001,0.00025399873000635,0.000101999694000918,0.000187998496012032,0.0001640008200041,9.1999448003312e-05,0.00013999958000126,0,0,0.000355,0,0,0,0,0.00059500238000952
